,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk
5898,Super built-up  Area,Ready To Move,Harlur,3 BHK,Zonce E,1414.0,3.0,2.0,77.5,3.0
5904,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,52.0,2.0
5911,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650.0,3.0,1.0,84.0,3.0
5915,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Thowsil,1130.0,2.0,2.0,58.0,3.0
5920,Super built-up  Area,Ready To Move,Banashankari,3 BHK,PrdgeSo,2582.0,5.0,2.0,250.0,3.0
5927,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSillto,1100.0,2.0,1.0,45.0,2.0
5928,Super built-up  Area,18-Aug,Kammasandra,3 BHK,DSOakil,1365.0,2.0,1.0,34.13,3.0
5929,Super built-up  Area,20-Feb,Vijayanagar,3 BHK,Saahaat,1484.0,3.0,2.0,79.19,3.0
5930,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Prodsm ,1630.0,3.0,2.0,68.0,3.0
5931,Super built-up  Area,18-May,Whitefield,3 BHK,SMuilan,1451.0,2.0,2.0,52.43,3.0
5932,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1330.0,2.0,1.0,107.0,2.0
5933,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,NRncyrk,2127.0,3.0,2.0,135.0,3.0
5936,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1173.0,2.0,2.0,45.75,3.0
5939,Plot  Area,18-Dec,Bannerghatta Road,3 Bedroom,Putere ,1500.0,4.0,2.0,239.0,3.0
5941,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,MBncyh ,1197.0,2.0,1.0,47.88,2.0
5944,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,62.4,3.0
5945,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1187.0,2.0,1.0,37.85,2.0
5948,Super built-up  Area,18-May,Panathur,3 BHK,Saite G,1370.0,2.0,2.0,54.8,3.0
5949,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1036.0,2.0,2.0,39.37,2.0
5951,Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brglede,2010.0,3.0,2.0,115.0,4.0
5953,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1265.0,2.0,2.0,46.6,2.0
5954,Super built-up  Area,Ready To Move,Anandapura,3 BHK,ViensRK,1576.0,3.0,2.0,58.0,3.0
5957,Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1293.0,2.0,2.0,85.0,3.0
5959,Super built-up  Area,Ready To Move,Munnekollal,2 BHK,Keids O,1210.0,2.0,3.0,75.0,2.0
5960,Built-up  Area,Ready To Move,HSR Layout,2 BHK,SruntFa,1126.0,2.0,1.0,69.0,2.0
5963,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,SamesHo,1300.0,2.0,2.0,52.0,3.0
5964,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1276.0,2.0,2.0,75.0,2.0
5966,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,83.0,2.0
5971,Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Cee 2du,1162.0,2.0,0.0,65.0,2.0
5972,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Nillsre,1301.0,2.0,2.0,65.0,2.0
5973,Super built-up  Area,19-Dec,Devanahalli,1 BHK,Sabixtt,658.0,1.0,1.0,34.0,1.0
5975,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500.0,3.0,2.0,280.0,3.0
5977,Built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208.51,3.0,2.0,42.0,3.0
5978,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133.0,2.0,2.0,38.41,2.0
5980,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,52.0,3.0
5981,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,DSousyl,940.0,2.0,1.0,25.38,2.0
5982,Super built-up  Area,Ready To Move,Badavala Nagar,2 BHK,CMDewun,1145.0,2.0,2.0,57.0,2.0
5987,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475.0,4.0,3.0,326.0,3.0
5991,Built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1216.0,2.0,1.0,80.0,2.0
5992,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soire A,1459.0,2.0,1.0,110.0,3.0
5993,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Soral C,1622.0,2.0,0.0,80.0,3.0
5994,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843.0,3.0,2.0,85.0,3.0
5995,Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274.0,2.0,1.0,81.0,2.0
5999,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1565.0,2.0,2.0,57.91,3.0
6001,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1695.0,3.0,2.0,150.0,3.0
6006,Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083.0,2.0,1.0,32.49,2.0
6011,Built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,693.0,1.0,1.0,34.3,1.0
6013,Super built-up  Area,20-Dec,Electronic City,4 BHK,KonteiT,2435.0,4.0,3.0,119.0,4.0
6014,Super built-up  Area,18-Aug,Iblur Village,3 BHK,DNionfl,1920.0,3.0,2.0,150.0,3.0
6015,Super built-up  Area,18-Mar,Electronic City,1 BHK,Prarkun,630.0,1.0,1.0,47.0,1.0
6016,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,50.0,3.0
6018,Super built-up  Area,Ready To Move,Nagavarapalya,1 BHK,PuonsSe,705.0,1.0,1.0,55.0,1.0
6020,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,3Codeli,1532.0,2.0,2.0,62.0,2.0
6021,Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,PuoodSk,1330.0,2.0,1.0,93.0,2.0
6023,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Nauha G,1530.0,2.0,2.0,60.0,3.0
6026,Super built-up  Area,18-Jul,Harlur,3 BHK,Shodsir,1630.0,3.0,1.0,95.1,3.0
6028,Built-up  Area,Ready To Move,Banashankari,6 BHK,Giaver ,1200.0,6.0,2.0,180.0,6.0
6029,Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1595.0,2.0,3.0,75.0,3.0
6030,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1000.0,2.0,2.0,53.0,2.0
6033,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1000.0,2.0,1.0,28.88,2.0
6036,Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000.0,2.0,1.0,28.88,2.0
6039,Built-up  Area,Ready To Move,Mysore Road,2 BHK,PrawnRa,883.0,2.0,1.0,50.0,2.0
6043,Super built-up  Area,Ready To Move,Whitefield,3 BHK,KKdenng,1330.0,2.0,2.0,55.0,3.0
6046,Super built-up  Area,Ready To Move,Harlur,3 BHK,SomonCi,1459.0,3.0,2.0,135.0,3.0
6047,Super built-up  Area,19-Dec,Thanisandra,4 BHK,Bhe 2ko,2259.0,5.0,2.0,135.0,4.0
6053,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660.0,1.0,1.0,15.5,2.0
6054,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800.0,2.0,2.0,250.0,3.0
6055,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,Brway G,3100.0,4.0,3.0,550.0,4.0
6057,Super built-up  Area,18-May,Yelahanka,1 BHK,Prensya,602.0,1.0,1.0,26.0,1.0
6058,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1710.0,3.0,2.0,100.0,3.0
6059,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Adaveth,1500.0,2.0,3.0,82.0,3.0
6063,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151.0,2.0,1.0,49.0,2.0
6066,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Shissut,1200.0,2.0,2.0,65.0,2.0
6069,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1700.0,3.0,2.0,93.5,3.0
6074,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0,2.0
6076,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Arldsyo,1403.0,3.0,1.0,56.0,3.0
6078,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1416.0,3.0,1.0,94.0,3.0
6081,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,2.0,125.0,3.0
6082,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,Prora F,1595.0,3.0,3.0,62.0,3.0
6083,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Niacesa,1507.0,2.0,3.0,95.0,3.0
6085,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1949.0,3.0,1.0,133.0,3.0
6087,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1000.0,2.0,1.0,28.88,2.0
6089,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480.0,3.0,2.0,245.0,3.0
6093,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1100.0,2.0,1.0,60.0,2.0
6097,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526.0,4.0,3.0,598.0,4.0
6098,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Apentir,1425.0,2.0,2.0,47.0,3.0
6101,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Shony S,1385.0,2.0,2.0,48.48,3.0
6107,Super built-up  Area,18-Mar,Haralur Road,3 BHK,SNnia E,1520.0,2.0,2.0,90.0,3.0
6108,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SavanBr,1060.0,2.0,1.0,55.0,2.0
6109,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267.0,2.0,1.0,54.35,2.0
6111,Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500.0,3.0,2.0,180.0,3.0
6112,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,MNikaas,1240.0,2.0,1.0,65.0,2.0
6115,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355.0,3.0,3.0,76.0,2.0
6117,Super built-up  Area,Ready To Move,Whitefield,4 BHK,UKe 2nz,4075.0,5.0,3.0,226.0,4.0
6118,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1550.0,3.0,3.0,52.45,3.0
6119,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Neess P,1100.0,2.0,1.0,50.0,2.0
6121,Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,HMigond,1466.0,2.0,2.0,71.0,2.0
6122,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,2.0,72.5,3.0
6123,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,2300.0,4.0,3.0,102.0,3.0
6124,Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,540.0,1.0,1.0,22.5,1.0
6125,Plot  Area,Ready To Move,8th Phase JP Nagar,3 Bedroom,Hincy V,950.0,3.0,2.0,130.0,3.0
6129,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Prersis,1987.0,4.0,2.0,165.0,3.0
6130,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1305.0,2.0,1.0,75.0,2.0
6140,Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,17.0,2.0
6141,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232.0,2.0,2.0,89.0,2.0
6142,Super built-up  Area,21-Nov,Thanisandra,3 BHK,Bhe 2ko,1732.0,3.0,3.0,85.73,3.0
6143,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614.0,2.0,1.0,100.0,3.0
6144,Built-up  Area,Ready To Move,Magadi Road,2 BHK,Jaaveha,600.0,1.0,1.0,22.0,2.0
6145,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,155.0,3.0
6146,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919.0,2.0,2.0,34.0,2.0
6150,Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,150.0,3.0
6153,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0,2.0
6154,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2245.0,4.0,2.0,154.0,4.0
6155,Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,Baanise,1476.0,3.0,1.0,125.0,3.0
6156,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852.0,3.0,2.0,130.0,3.0
6158,Super built-up  Area,Ready To Move,Panathur,3 BHK,Skinaa ,1597.0,3.0,1.0,67.12,3.0
6159,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,2423.0,4.0,3.0,160.0,3.0
6160,Super built-up  Area,19-Mar,Marathahalli,2 BHK,PrensKe,1152.0,2.0,1.0,90.0,2.0
6162,Plot  Area,Ready To Move,Kammasandra,3 Bedroom,Daden G,1400.0,3.0,2.0,92.0,3.0
6163,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530.0,2.0,2.0,74.4,3.0
6165,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185.0,2.0,2.0,40.17,2.0
6166,Super built-up  Area,18-May,Yelahanka,3 BHK,Miitat ,1890.0,3.0,2.0,108.0,3.0
6172,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1165.0,2.0,1.0,30.29,2.0
6173,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,KancyRe,1100.0,1.0,2.0,55.0,2.0
6181,Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Prmes H,635.0,1.0,0.0,26.0,1.0
6182,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prtates,4000.0,4.0,3.0,380.0,4.0
6189,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Elleyt ,1751.0,3.0,3.0,72.0,3.0
6191,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1020.0,2.0,1.0,40.89,2.0
6192,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SaSkyBl,1148.0,2.0,1.0,43.5,2.0
6193,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856.0,3.0,2.0,135.0,3.0
6199,Super built-up  Area,Ready To Move,Bellandur,2 BHK,GoncyRe,1325.0,2.0,2.0,65.0,2.0
6203,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1675.0,2.0,2.0,135.0,3.0
6205,Super built-up  Area,18-Aug,Kodihalli,4 BHK,Soianal,3260.0,5.0,3.0,388.0,4.0
6207,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1160.0,2.0,2.0,45.0,2.0
6209,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1914.0,3.0,2.0,149.0,3.0
6213,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Vapasrk,3035.0,5.0,3.0,220.0,3.0
6216,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1556.0,3.0,2.0,86.0,3.0
6217,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,50.0,2.0
6218,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1455.0,2.0,1.0,98.0,3.0
6222,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Pyvenas,1100.0,2.0,2.0,52.0,3.0
6223,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,S2kaaan,1405.0,3.0,2.0,48.87,3.0
6224,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929.0,2.0,1.0,56.0,2.0
6228,Super built-up  Area,17-Jul,Channasandra,2 BHK,Unm 2El,1065.0,2.0,1.0,40.47,2.0
6233,Built-up  Area,Ready To Move,Anandapura,2 BHK,LoLeoen,1250.0,2.0,2.0,45.0,2.0
6234,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1680.0,3.0,3.0,105.0,3.0
6235,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Shentpa,1146.0,2.0,1.0,50.0,2.0
6237,Super built-up  Area,17-Oct,Ramagondanahalli,3 BHK,ViistLa,1451.0,3.0,1.0,60.44,3.0
6239,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1435.0,2.0,3.0,62.0,3.0
6240,Super built-up  Area,18-Apr,Devanahalli,1 BHK,Sabixtt,658.0,1.0,0.0,26.91,1.0
6242,Super built-up  Area,Ready To Move,Whitefield,2 BHK,FoityIn,1242.0,2.0,2.0,65.0,2.0
6244,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1610.0,4.0,2.0,85.0,3.0
6245,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1127.0,2.0,1.0,65.0,2.0
6252,Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,876.0,2.0,2.0,29.5,2.0
6254,Super built-up  Area,18-Apr,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,83.0,2.0
6255,Super built-up  Area,20-Aug,Rachenahalli,1 BHK,AsNowre,690.0,1.0,1.0,39.8,1.0
6258,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,920.0,2.0,1.0,37.2,2.0
6259,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850.0,3.0,3.0,140.0,3.0
6260,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Goty  E,1073.0,2.0,2.0,60.0,2.0
6262,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550.0,3.0,3.0,63.5,3.0
6263,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Satle C,1198.0,2.0,1.0,65.0,2.0
6266,Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910.0,3.0,2.0,142.0,3.0
6270,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2172.0,3.0,2.0,76.02,3.0
6273,Super built-up  Area,Ready To Move,Whitefield,3 BHK,DSe 2ie,1548.0,3.0,1.0,65.0,3.0
6276,Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689.0,3.0,1.0,103.0,3.0
6278,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,2.0,111.0,4.0
6284,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1250.0,2.0,1.0,77.88,3.0
6288,Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500.0,2.0,1.0,78.0,3.0
6290,Super built-up  Area,18-Dec,Haralur Road,3 BHK,NDiteio,1985.0,3.0,2.0,130.0,3.0
6291,Super built-up  Area,18-Apr,Sarjapur  Road,1 BHK,Kiare S,950.0,1.0,0.0,39.9,1.0
6293,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1752.0,3.0,2.0,105.0,3.0
6296,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480.0,2.0,2.0,84.0,3.0
6298,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826.0,3.0,2.0,130.0,3.0
6302,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,934.0,2.0,2.0,55.0,2.0
6304,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1620.0,2.0,1.0,76.0,3.0
6305,Super built-up  Area,17-Jun,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,47.0,2.0
6311,Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,54.59,2.0
6312,Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,DSineSt,1611.0,2.0,2.0,48.33,3.0
6313,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gamesti,1405.0,3.0,2.0,58.0,3.0
6315,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830.0,4.0,2.0,150.0,3.0
6316,Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Omncy R,1710.0,3.0,0.0,60.0,3.0
6321,Built-up  Area,Ready To Move,Brookefield,3 BHK,Roeekbl,1410.0,2.0,0.0,80.0,3.0
6322,Super built-up  Area,Ready To Move,Jakkur,2 BHK,AvensGa,1125.0,2.0,2.0,65.0,2.0
6323,Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Vrenty ,1191.0,2.0,1.0,55.38,3.0
6325,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Keera R,1525.0,2.0,3.0,67.0,3.0
6330,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1.0
6331,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,44.0,2.0
6332,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1190.0,2.0,1.0,68.0,2.0
6335,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355.0,2.0,3.0,73.0,2.0
6339,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500.0,2.0,1.0,24.0,1.0
6342,Built-up  Area,Ready To Move,Ambalipura,4 BHK,Toeadp ,3300.0,4.0,2.0,329.0,4.0
6345,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357.0,2.0,1.0,130.0,2.0
6347,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,909.0,2.0,1.0,40.9,2.0
6348,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,3000.0,5.0,2.0,335.0,3.0
6349,Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100.0,2.0,1.0,55.0,2.0
6352,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975.0,2.0,1.0,65.0,2.0
6353,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306.0,2.0,2.0,44.17,2.0
6355,Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,MBpleca,610.0,1.0,1.0,39.0,1.0
6356,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1484.0,2.0,2.0,56.4,3.0
6357,Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,Vedhias,1125.0,2.0,1.0,47.0,2.0
6358,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447.0,2.0,1.0,75.97,2.0
6359,Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2882.0,5.0,1.0,158.0,4.0
6366,Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,840.0,2.0,2.0,50.0,1.0
6367,Super built-up  Area,Ready To Move,Hennur Road,4 BHK,Samittv,2502.0,4.0,2.0,180.0,4.0
6373,Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,750.0,1.0,1.0,51.0,1.0
6374,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600.0,3.0,3.0,58.0,3.0
6378,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1260.0,2.0,2.0,35.0,2.0
6379,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sarlsm ,1190.0,2.0,2.0,33.92,2.0
6380,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480.0,4.0,1.0,260.0,3.0
6385,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1120.0,2.0,1.0,53.76,2.0
6391,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,AMaveon,1465.0,2.0,1.0,45.87,3.0
6394,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,2.0,1.0,90.0,3.0
6396,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.88,2.0
6398,Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1281.0,2.0,2.0,87.0,2.0
6399,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1210.0,2.0,2.0,25.0,2.0
6400,Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,AnaveEn,1215.0,2.0,3.0,43.0,2.0
6402,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,SaodySa,1237.0,2.0,2.0,73.0,2.0
6403,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Oaeze B,1300.0,2.0,1.0,70.0,2.0
6404,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1105.0,2.0,2.0,39.99,2.0
6405,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1505.0,2.0,2.0,42.0,3.0
6407,Built-up  Area,Ready To Move,Banashankari,2 BHK,Sksia A,1186.0,2.0,3.0,65.0,2.0
6409,Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750.0,2.0,1.0,35.5,2.0
6410,Built-up  Area,Ready To Move,Varthur,2 BHK,SLncyaj,1083.0,2.0,2.0,28.0,2.0
6412,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056.0,2.0,2.0,68.0,2.0
6414,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1650.0,3.0,2.0,101.0,3.0
6415,Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1220.0,3.0,1.0,36.6,3.0
6421,Plot  Area,18-Sep,Bommenahalli,4 Bedroom,Prood G,2940.0,3.0,2.0,2250.0,4.0
6424,Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1260.0,2.0,2.0,59.2,2.0
6425,Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,2254.0,3.0,2.0,153.0,3.0
6426,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2990.0,5.0,1.0,210.0,3.0
6428,Built-up  Area,Ready To Move,JP Nagar,2 BHK,Adaveth,820.0,2.0,1.0,45.0,2.0
6429,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Naireru,1296.0,2.0,2.0,65.0,2.0
6431,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173.0,2.0,1.0,77.0,2.0
6433,Built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1102.0,2.0,0.0,52.0,2.0
6438,Super built-up  Area,17-Dec,Yelahanka,2 BHK,Hotat H,1519.0,2.0,3.0,65.0,2.0
